,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
1992,1.347,1.517,1.016,0.887,0.377,-0.312,1.279,-0.988,-0.343,-1.367,0.879,0.090,0.959,1.127,1.613,0.042,1.305,0.463,0.661,-1.330,-0.652,-0.778,-1.015,2.019,0.098,0.271,-0.009,0.248,1.177,1.492,-1.606,0.814,-0.083,1.307,0.133,0.275,0.236,-0.073,-0.205,0.651,1.244,0.218,-1.359,0.895,-0.313,-0.183,-0.684,0.008,1.646,-0.190,1.394
1993,0.355,0.219,0.447,-2.064,-1.101,-2.537,0.467,0.033,1.223,-0.274,0.372,-1.569,0.487,0.983,0.276,0.473,-2.307,-2.695,0.663,1.258,-0.491,0.223,0.013,2.559,-0.218,-1.879,0.547,1.352,-0.355,-0.897,-0.289,0.674,0.304,-0.548,1.445,0.686,-1.191,0.637,0.799,0.292,-0.448,1.411,-0.168,-0.227,0.111,-0.499,0.277,0.839,-2.570,-0.930,0.087
1994,0.219,-0.252,0.028,0.342,0.915,-0.583,0.992,-1.853,-1.820,1.107,-0.968,-0.666,0.322,0.156,0.116,0.042,0.118,-1.068,-0.261,1.564,1.124,0.391,-1.678,2.278,0.350,0.579,1.226,-0.084,0.240,0.696,0.068,0.465,0.244,-1.957,0.872,0.339,0.617,-0.599,-0.099,0.106,-0.465,-0.551,0.767,-0.417,1.285,-0.040,0.273,0.364,0.103,-1.489,0.236
1995,0.378,0.108,-0.867,-0.307,-0.730,1.253,1.223,-0.489,-0.580,-0.214,-0.211,-0.353,0.870,0.996,0.284,0.042,0.141,-0.478,-0.310,0.988,1.428,0.426,0.504,-0.532,-1.045,0.436,1.818,-0.255,-0.018,-0.366,0.250,0.675,0.403,-0.970,0.510,0.344,0.822,-0.858,-0.215,0.283,-0.447,-0.467,0.381,-0.002,0.521,0.190,0.160,0.364,-0.220,-0.294,-0.363
1996,0.707,0.618,-0.349,0.112,0.759,-0.607,1.824,0.624,-0.658,0.780,1.277,-0.645,-0.508,-0.403,0.866,0.042,-0.080,0.030,1.332,0.433,1.573,0.608,0.429,-1.506,0.564,-0.065,0.785,1.343,0.060,0.430,0.442,-1.516,-0.082,-0.003,0.510,1.329,-1.322,-0.343,0.988,0.388,-0.458,1.520,-0.388,1.091,0.250,0.419,1.397,1.671,-0.171,0.904,0.347
1997,-0.681,-0.305,-0.514,0.586,0.244,-1.540,-1.979,-0.775,0.170,1.059,0.005,-0.368,-0.575,-0.394,-0.325,-0.390,1.688,0.984,0.325,-0.256,0.122,-0.721,-0.638,1.459,-0.547,0.509,-1.191,1.467,0.045,0.165,0.632,-2.066,0.187,0.324,0.314,0.879,-1.322,-0.273,1.928,-0.182,2.137,0.577,-0.220,0.498,0.663,0.648,1.060,1.077,1.650,1.548,-0.543
1998,0.245,0.103,0.002,-0.478,-0.936,0.969,-1.259,-0.067,-0.786,-0.989,0.145,-0.054,0.392,0.283,0.296,0.042,0.228,-0.059,-0.125,-0.100,1.092,-0.762,-0.657,0.339,0.370,1.090,0.124,0.064,0.436,0.165,-0.108,0.146,-0.287,-0.066,0.133,0.338,0.255,0.004,0.958,0.229,-0.447,-0.220,0.538,0.250,0.341,-0.269,-0.290,0.364,0.280,0.114,0.213
1999,0.600,0.057,0.732,1.243,0.173,-0.816,0.272,-2.062,0.364,-0.451,0.931,-0.449,0.225,-0.183,0.543,-0.821,-0.513,-0.056,0.675,0.059,-2.657,0.128,-0.549,0.876,-1.055,-1.417,-0.996,0.971,-0.070,-0.897,0.980,-1.086,-0.508,0.197,-0.637,-0.203,0.235,-0.495,-0.002,0.482,0.420,1.050,0.093,0.389,0.274,1.107,0.273,-0.349,-0.401,-0.586,0.750
2000,0.095,-0.013,1.197,0.509,-0.418,-0.820,2.377,-1.441,-0.300,0.516,-0.598,-0.545,1.028,0.835,0.377,0.042,1.413,0.282,-0.780,0.160,0.656,1.245,1.561,0.335,1.599,0.424,-1.264,-0.770,0.877,0.165,0.448,1.082,0.062,-1.019,-0.063,-0.204,1.401,0.710,0.098,0.331,1.254,-0.973,-0.292,0.085,-0.366,0.419,0.610,-0.349,1.563,-1.197,0.200
2001,-0.031,-0.119,0.035,0.502,-1.313,-1.717,0.099,-0.709,-0.188,-0.535,0.742,-0.591,0.012,0.390,0.284,-0.605,-0.206,-0.098,0.439,-0.029,-0.057,1.082,0.395,-0.106,-0.946,0.113,-0.378,0.974,0.150,0.674,0.168,-1.693,-0.106,0.328,-0.063,0.710,-1.322,-0.320,-0.096,0.241,-0.459,1.271,0.533,0.377,-0.479,-0.097,-0.102,0.839,-0.409,1.019,-0.604
2002,1.260,0.989,1.096,0.114,-0.060,-1.661,-0.397,-0.572,-0.939,-0.151,1.116,-0.773,-0.482,-0.364,1.102,0.042,-0.287,-0.087,1.194,1.172,0.918,0.500,0.098,-0.616,-0.840,-1.610,0.512,1.316,0.217,0.165,0.442,-2.199,0.364,-0.571,0.510,1.319,-1.322,-0.241,1.126,0.543,-0.452,1.442,-0.428,1.023,-0.372,0.419,1.397,1.671,-0.206,-0.572,1.036
2003,0.398,0.290,0.461,0.639,-0.152,1.078,2.277,-1.097,-1.230,1.964,-0.328,-0.054,0.842,0.877,0.480,0.904,0.782,0.053,-0.776,-0.605,2.216,-0.065,-0.742,0.143,0.213,-1.525,-0.394,-1.330,0.570,0.430,-1.491,1.203,-0.451,-0.610,-0.817,-0.548,1.401,0.993,0.224,0.377,-0.440,-1.422,-1.061,0.473,-1.377,-1.115,-1.509,-0.626,0.745,-0.303,-0.026
2004,0.431,0.287,-0.878,-1.755,-1.031,-0.885,-0.043,-0.183,1.475,-2.047,0.954,-0.399,-0.754,-1.201,0.318,0.904,-0.023,-0.355,0.845,-1.040,-0.102,0.581,-1.817,-0.836,0.984,-0.141,-0.105,2.033,-1.553,0.187,0.445,0.805,-0.924,-0.068,0.412,0.340,0.097,-0.945,-0.147,0.188,-0.449,2.455,0.062,-0.613,0.376,0.419,0.160,0.364,-0.041,0.532,-0.626
2005,0.454,0.233,-0.996,-0.078,-2.389,0.783,0.961,-0.069,-0.440,0.303,0.656,-0.753,1.135,1.454,0.358,0.042,0.234,-1.349,0.760,1.430,-1.140,0.342,-1.405,-0.177,0.376,-0.191,1.797,1.017,0.507,0.165,0.079,1.418,-0.388,-1.409,0.872,0.351,-1.190,-1.557,-1.006,0.390,-0.454,1.100,-0.223,0.360,1.689,-0.040,0.048,0.364,1.023,-0.028,0.318
2006,0.996,1.500,0.524,0.575,-0.883,0.537,-0.345,0.297,1.028,-0.021,1.049,-0.246,0.080,0.119,1.269,0.473,0.256,1.064,1.321,0.698,1.553,-0.996,0.007,-0.608,-0.190,-0.304,-0.437,0.291,0.724,0.165,0.624,-1.764,0.229,-0.362,0.314,0.874,-1.317,-0.175,1.108,0.615,-0.457,0.451,-0.489,1.475,-0.392,0.648,1.060,1.077,0.303,-0.208,1.512
2007,-4.087,-4.717,0.066,-0.826,-0.312,-0.055,-0.535,-0.897,-1.965,0.461,-3.828,-0.015,0.820,0.561,-2.434,-0.390,-0.135,0.478,-4.189,-0.032,0.695,-0.892,0.174,-0.692,0.498,0.633,-0.874,-1.662,0.745,0.696,-1.762,1.433,-1.795,0.176,0.510,-2.850,1.118,2.322,-0.120,-0.179,0.318,-1.758,-0.826,-0.511,-0.506,-2.095,-2.188,-3.170,-0.063,1.848,-2.794
2008,0.357,0.510,0.436,-0.081,-0.831,0.005,1.160,-1.455,0.113,0.118,-0.299,-0.150,0.890,0.746,0.610,0.904,0.796,-0.123,-0.541,-0.266,0.349,1.067,0.475,2.207,0.328,0.022,-0.461,-1.040,0.650,0.430,0.075,1.654,-0.432,-0.925,-0.817,-0.193,0.969,0.807,-0.100,0.397,1.283,-1.032,0.330,0.380,0.041,-0.040,-0.290,-0.349,0.802,-0.139,0.324
2009,0.875,0.724,1.169,0.729,-1.980,1.048,0.249,0.013,1.492,1.395,0.944,-0.940,0.171,0.415,0.599,-0.821,0.506,-0.612,0.772,-0.157,0.694,-0.676,-0.401,0.663,-0.992,0.100,-0.218,1.258,0.594,-0.897,0.192,-0.440,0.288,0.492,-0.063,0.362,-1.317,-0.256,-0.593,0.509,2.144,1.125,0.354,0.727,-0.226,1.680,0.273,0.364,0.283,-0.403,0.990
2010,0.849,0.599,0.906,1.438,1.829,0.088,0.239,-1.367,0.618,-2.102,0.477,-0.489,1.082,1.046,0.966,0.473,-0.056,0.078,0.288,-0.480,1.005,0.732,0.645,-0.714,1.178,-0.787,-0.548,-0.686,1.102,0.165,-1.579,-1.491,0.147,0.588,0.133,0.352,0.800,0.070,0.395,0.555,1.276,-0.228,-0.470,0.555,-0.729,-2.104,-1.077,-0.289,-0.172,-0.063,0.675
2011,-0.877,-0.875,-0.209,-0.135,-0.981,0.420,0.220,-0.509,-0.916,-0.456,-0.010,-0.764,-0.068,0.275,-0.692,0.042,-0.708,-0.162,0.839,0.462,0.715,-0.704,1.132,1.235,0.766,-0.678,0.204,-0.162,-0.820,-0.897,-0.578,-3.044,0.258,-0.162,-0.063,0.361,0.658,-0.126,1.080,0.260,-0.451,0.116,-0.451,-0.625,-0.488,-0.843,0.160,0.364,0.205,0.216,-0.758
2012,-2.635,-3.225,-0.754,-0.762,-0.382,2.212,0.068,0.407,0.130,0.599,-2.134,-0.293,0.408,0.336,-2.161,0.042,-0.241,-0.369,-1.833,0.747,-0.441,-1.456,-1.029,0.433,-0.035,0.895,1.572,-0.171,0.722,0.696,0.351,-0.097,-1.193,-1.061,1.445,0.338,0.771,0.133,0.060,-0.366,2.149,1.376,0.098,-0.859,-0.617,2.732,1.965,0.364,1.080,1.947,-2.916
2013,0.379,0.171,1.045,0.781,-0.317,0.174,-0.708,0.458,2.206,1.326,0.057,-0.964,1.009,0.448,0.454,0.042,-0.023,-0.086,0.169,0.579,0.250,-2.099,1.336,-0.871,-0.146,1.279,0.108,-0.336,0.762,-0.897,0.249,-0.014,-0.445,0.337,-0.259,0.361,0.373,0.174,0.492,0.378,0.741,-0.356,-0.079,0.150,0.497,0.190,0.498,0.364,0.131,-0.206,0.772
2014,1.378,0.980,2.828,1.307,0.531,0.030,-0.878,0.223,1.555,-0.159,0.755,-1.009,0.635,0.036,1.290,-0.821,0.221,-0.847,0.853,-0.029,0.268,-1.218,-0.623,0.635,1.202,1.124,-1.105,1.072,1.669,-0.366,0.984,-0.523,0.425,0.150,-0.801,-0.187,-0.615,0.489,-0.298,0.661,0.729,0.877,-0.135,0.929,0.203,1.107,0.273,-0.349,0.300,-1.789,1.406
2015,0.682,0.827,0.785,0.750,0.444,0.742,0.810,0.036,1.655,0.887,0.201,-0.392,0.067,0.022,0.459,0.473,0.439,0.827,0.617,0.356,-0.380,0.391,0.296,-0.282,0.334,-0.950,-0.459,0.719,0.934,0.165,0.621,-2.100,0.584,-0.003,0.510,0.873,-1.091,0.225,1.227,0.474,-0.454,0.388,-0.008,0.691,0.612,0.648,1.060,1.077,0.661,-0.459,1.098
2016,0.336,0.095,1.209,-0.085,-1.113,0.061,-0.430,-1.528,0.292,0.012,-0.660,-0.477,1.125,0.841,0.320,0.042,1.708,-0.256,-0.329,-0.450,0.392,-0.052,0.911,-1.217,1.473,-0.640,-0.590,-0.207,1.005,0.696,0.439,1.282,0.338,-0.542,0.314,-0.647,1.545,0.406,0.109,0.343,0.403,-0.049,0.059,0.112,0.072,0.419,0.160,-0.943,2.047,-1.446,0.439
2017,0.982,0.837,-0.549,-0.032,-0.289,0.542,0.565,-1.829,-1.337,0.270,0.678,-0.235,1.276,1.390,0.945,0.042,0.406,-0.034,1.062,0.470,0.373,1.092,-0.353,-0.643,0.400,-0.289,1.758,0.801,0.598,0.165,0.072,1.004,0.038,-0.474,0.872,0.351,-1.191,-1.476,-1.127,0.446,-0.452,0.548,-0.069,0.386,-0.134,-0.040,0.048,0.364,0.454,-0.495,0.961
2018,0.541,0.462,0.397,-0.328,-0.464,1.826,-0.068,0.371,-1.366,1.277,0.632,-0.240,1.298,1.235,0.388,1.335,0.523,0.074,0.634,1.157,-0.703,1.054,-0.003,0.119,-0.726,1.412,2.371,0.481,0.942,0.408,0.262,1.132,-0.337,1.063,1.225,0.252,-1.191,-0.420,-0.361,0.341,-0.449,0.175,0.336,0.557,0.166,0.190,0.160,0.245,0.648,0.268,0.754
2019,0.639,0.938,0.519,0.374,-0.721,-1.215,-0.144,-0.950,-0.064,-0.245,0.151,-0.029,0.715,0.491,0.699,0.042,0.920,0.250,0.188,-1.300,1.228,0.413,0.541,0.185,-0.191,0.599,-1.394,-0.519,0.499,-1.162,0.344,0.943,-0.118,0.357,-0.621,0.353,-0.483,0.290,0.554,0.382,1.298,-0.434,0.230,0.793,0.353,0.304,0.273,0.364,0.938,-0.243,0.403
2020,-0.210,0.091,1.247,-1.228,-0.567,0.030,-1.098,-2.562,-1.761,0.113,-1.180,-1.766,0.820,-0.252,0.489,0.042,0.148,-2.079,-0.805,1.772,-1.415,-2.837,-0.095,0.247,-0.016,-0.704,-0.078,-1.338,0.656,-1.428,1.442,-0.272,-0.785,-1.135,-0.259,0.328,1.082,1.554,0.382,0.227,0.430,-1.304,0.480,0.153,1.303,1.680,0.835,-3.556,0.146,-1.971,0.529
2021,0.530,0.431,-0.488,-0.287,-0.194,-0.189,-0.913,-0.013,0.221,0.273,-0.017,-0.066,0.676,0.928,0.489,0.042,-0.450,0.076,0.261,0.708,1.917,-0.731,0.891,0.125,-0.130,-1.074,1.041,-0.146,-0.055,0.165,-0.022,0.178,-0.485,-0.907,0.872,0.355,1.112,-1.130,0.358,0.314,-0.283,-0.188,0.888,0.247,0.307,-0.212,-0.027,0.364,-0.373,-0.936,0.093
2022,-0.326,-0.397,0.273,-0.314,-0.313,1.756,-0.241,0.132,-0.341,-1.102,0.310,-0.271,0.615,0.892,-0.251,-0.390,0.389,0.018,0.153,1.128,1.256,-0.153,0.351,2.081,1.385,-0.757,1.548,0.066,0.607,0.165,0.523,-1.253,-0.519,-1.146,1.626,0.350,-1.344,-0.313,0.670,0.166,-0.454,0.190,0.152,0.225,0.545,0.534,-0.290,0.364,0.642,0.610,-0.217
2023,0.688,0.702,0.390,-0.153,1.215,-1.147,-0.614,0.174,-2.041,-0.725,0.644,-0.469,0.321,0.413,1.487,0.042,0.787,0.331,0.432,0.116,-0.777,-1.158,0.486,-0.040,-0.605,-0.477,1.347,1.114,0.996,0.386,-0.573,-0.989,-1.035,-0.445,1.445,0.352,-1.191,-0.810,0.263,0.402,-0.451,1.074,-0.806,1.045,-0.890,-0.843,0.160,0.364,0.337,0.591,0.900
2024,0.239,-0.007,1.516,0.159,0.283,-1.311,0.893,2.718,-0.529,1.269,-0.869,-1.359,1.098,0.721,0.644,0.473,0.225,-1.555,-0.643,0.180,-0.113,0.735,0.780,-0.696,-0.009,1.352,-0.176,-0.967,0.960,-0.366,-0.017,-0.514,0.575,0.389,0.133,0.703,-0.467,1.095,-0.932,0.385,0.372,-0.976,0.357,0.218,-0.320,-0.155,-0.402,0.839,-0.104,-1.529,1.009
2025,-0.775,0.292,0.830,1.287,0.160,1.543,-0.559,-1.412,1.304,0.126,-1.462,0.211,1.149,1.125,0.461,0.042,0.284,0.461,-1.201,-1.473,-0.961,-1.090,0.307,0.278,-0.985,-0.662,-2.158,-1.006,0.952,0.165,-1.037,-0.372,0.789,0.480,-0.063,-0.656,0.959,0.607,1.504,0.464,-0.457,-1.249,0.032,0.196,-0.024,-1.359,-0.409,-0.289,0.334,-0.369,-0.091
2026,0.679,0.811,0.550,0.427,-1.601,1.168,0.613,0.664,-0.293,0.005,1.052,-0.368,-0.245,-0.344,0.605,0.042,-0.217,0.687,1.346,-0.367,0.740,-1.171,0.598,1.426,0.648,-0.651,-1.182,-0.578,0.412,0.430,0.760,-1.449,0.656,0.558,0.314,-0.205,-0.183,-0.200,-1.085,0.433,-0.217,-0.293,0.257,0.797,-0.257,3.286,3.085,-0.349,-0.546,-0.003,0.859
2027,-1.135,0.712,1.172,0.057,0.316,0.621,-0.596,0.407,-1.415,-1.461,-1.585,0.098,1.224,0.972,0.663,0.904,0.604,0.618,-1.574,-0.354,1.520,1.282,1.230,-0.266,0.441,1.974,-1.332,-1.362,1.000,-0.897,-0.388,-0.079,-0.024,-0.742,-0.621,-0.194,1.096,1.082,1.473,0.494,-0.442,-1.438,0.326,0.399,-0.508,-0.304,-0.487,-0.349,0.776,-0.451,-0.021
2028,0.539,0.597,0.385,0.464,1.418,0.505,0.563,1.667,-0.667,0.803,0.503,-0.289,0.605,0.441,0.468,0.042,0.809,-0.294,0.070,-0.897,1.645,0.683,-0.524,-1.789,1.200,0.325,-1.453,-0.131,0.213,-1.162,0.353,0.272,-0.005,0.053,-0.817,0.337,-0.483,0.050,0.865,0.350,-0.446,-0.081,-0.296,0.385,0.018,0.304,0.273,0.364,0.803,-0.362,0.477
2029,-0.516,-0.456,0.341,-0.074,0.966,0.340,0.313,0.031,0.815,1.581,-0.185,-0.525,0.737,0.635,-0.125,0.042,0.353,0.422,0.139,0.728,-0.142,-1.886,-0.764,-0.363,-1.174,-0.851,-0.320,-1.177,0.687,-0.897,-0.836,-1.361,-1.188,-0.059,-0.259,0.722,0.660,0.150,1.502,0.180,-0.457,-1.314,-0.935,0.156,-1.091,-0.900,-0.571,0.839,0.695,0.859,-0.522
2030,-0.694,0.047,-1.472,-1.320,-0.156,0.063,-0.906,-1.327,0.047,-0.724,-0.888,-0.462,-1.434,-2.151,-0.430,0.042,-1.133,-0.435,-1.166,0.895,-0.310,1.007,0.474,0.533,0.795,1.348,1.207,-1.027,-1.752,0.165,-2.225,0.271,0.089,-1.689,1.445,0.703,1.401,0.050,-0.064,-0.091,0.823,-0.977,-1.757,-0.851,1.015,1.451,0.273,0.839,-1.395,0.461,-0.816
2031,0.402,0.370,-0.689,-0.427,1.539,-0.365,0.247,0.040,-0.532,-0.416,0.450,-1.133,1.574,1.772,0.308,1.335,-0.417,-2.104,0.637,2.013,2.633,-1.381,-0.214,0.464,0.959,0.168,2.054,-0.018,0.172,0.430,0.071,1.178,-0.179,0.524,0.872,0.169,0.393,-1.533,-0.350,0.373,-0.456,0.372,-0.076,0.115,-0.005,-0.040,-0.065,0.126,-0.520,-1.193,0.603
2032,0.928,0.850,0.869,0.381,-0.064,0.303,2.521,0.559,-1.173,1.290,0.381,-0.676,0.937,0.750,1.265,0.042,0.962,-0.742,0.711,0.101,-1.509,1.084,0.075,1.881,1.817,1.713,-1.098,0.407,0.718,0.430,0.446,1.492,0.705,-1.011,0.510,0.344,1.258,0.693,0.043,0.539,0.398,0.577,-0.371,0.604,-0.115,0.419,-0.852,0.364,0.860,-0.468,0.754
2033,1.215,1.403,0.943,0.010,0.383,0.032,-0.608,0.652,-0.521,0.383,1.179,-0.318,0.595,0.625,1.922,-0.390,0.264,-0.022,0.890,0.505,-0.631,1.680,0.034,-0.203,1.430,-0.178,1.203,0.750,1.138,-0.366,0.978,-0.825,-0.791,-1.009,1.068,1.306,-1.313,-0.474,0.279,0.738,0.580,1.383,-0.037,1.724,-0.236,1.107,0.273,1.671,0.088,-0.035,1.422
2034,1.025,0.694,0.356,0.744,0.090,-0.287,-1.103,-0.430,0.620,1.603,0.727,-0.335,-0.314,0.224,0.566,-1.252,-0.712,0.005,1.559,-0.179,0.975,0.678,0.131,0.015,-1.847,-1.480,1.013,2.376,0.371,-0.366,-0.257,0.451,-0.495,0.754,0.872,-0.205,-1.317,-0.867,-1.921,0.580,0.424,2.526,1.289,0.791,0.825,-1.187,-1.415,-0.349,-0.378,0.130,0.547
2035,-0.255,-0.311,-0.370,1.240,-0.747,-0.298,-0.193,0.411,-2.582,-0.342,0.524,-0.092,-0.107,0.077,-0.624,0.042,1.433,0.274,0.644,0.368,-0.802,0.730,-0.016,-0.020,-0.728,0.379,0.310,0.410,-0.350,0.696,-0.565,-0.651,0.438,0.876,1.445,0.340,0.709,-0.862,2.326,0.049,-0.447,-0.086,-0.848,-0.139,-0.916,-0.843,0.160,0.364,1.264,0.465,0.095
2036,0.604,0.601,0.799,0.136,0.166,-2.048,-1.274,0.440,-1.547,1.217,0.048,-0.858,0.757,0.592,0.482,0.042,0.875,-0.018,0.339,-0.054,0.594,-1.012,0.699,1.625,-0.342,-1.021,-0.925,0.181,0.668,-0.366,-0.828,-0.575,-0.476,0.255,0.314,0.343,-1.309,-0.349,1.344,0.374,0.973,-0.175,0.712,0.595,-0.476,-0.350,-0.313,0.364,0.632,0.089,0.541
2037,-1.940,-2.409,-0.455,-0.386,-0.435,-0.824,0.024,-0.955,-1.729,0.005,-1.318,-0.101,-0.491,-0.852,-0.522,-3.838,1.271,0.785,-1.684,-0.284,-0.679,0.645,-0.958,0.302,0.076,-0.786,-1.268,0.012,-0.181,0.165,-3.569,-2.571,-1.213,0.307,-0.817,-5.537,0.093,-0.015,0.149,-0.495,-0.452,-0.034,-4.484,-1.050,-4.039,-0.843,0.160,0.364,1.844,2.236,-2.857
2038,0.893,0.521,1.222,-0.592,-0.477,-0.363,0.119,-0.698,-1.104,1.005,0.159,-0.772,-0.729,-1.255,0.500,-1.252,-1.447,-0.695,0.047,0.276,-0.254,0.228,1.575,-1.067,1.398,0.887,-1.549,0.385,-0.032,-1.162,-0.584,-2.245,0.277,-0.263,-0.817,0.357,0.093,0.377,-1.081,0.460,-0.447,0.211,-0.641,0.267,-0.955,-0.843,0.160,0.364,-2.016,-1.633,0.497
2039,-0.759,0.057,0.444,-1.490,0.383,-0.875,0.360,-0.034,1.676,-1.198,-1.457,-0.234,0.424,0.309,0.349,0.904,0.881,0.056,-1.118,-0.532,-0.216,-1.502,1.313,-0.938,0.000,-0.115,0.185,-1.204,0.145,0.430,-0.756,1.612,-0.263,0.377,1.445,0.333,1.220,0.963,-0.507,0.264,0.395,-1.254,0.877,0.039,1.110,-1.860,-1.462,0.364,0.443,-0.559,-0.348
2040,-0.719,-0.869,-2.802,-0.994,-2.047,-0.193,0.830,-0.370,-0.941,1.616,-1.230,-0.452,-4.100,-4.959,-2.575,-0.390,-2.554,-0.030,-1.187,-1.256,1.047,-0.823,0.022,-0.173,1.293,-1.415,-0.627,0.172,-5.339,0.165,-2.514,1.202,-0.320,-0.904,1.068,0.347,1.111,-3.421,-1.668,-0.490,-0.454,0.350,-0.153,-4.209,-0.268,-2.381,-1.907,0.364,-2.608,1.115,-0.688
2041,-0.366,-0.801,-0.082,-1.255,-0.013,-0.283,0.400,-1.570,0.526,-0.603,-0.055,0.082,0.781,0.695,0.050,0.904,1.344,0.577,-0.007,-1.660,-0.099,-2.719,-1.444,-0.395,2.029,0.373,-0.004,-0.492,0.670,0.430,-1.336,1.394,-0.209,1.119,0.872,0.346,1.688,0.777,-0.412,0.070,0.399,-0.698,-0.856,0.148,-0.004,-0.785,0.010,0.364,0.980,1.400,-0.723
2042,1.103,0.882,1.434,-0.602,-0.396,-0.526,1.015,-1.234,-0.780,0.874,0.477,-0.156,0.582,0.214,1.278,0.257,0.375,0.303,-0.430,1.539,-1.407,-0.839,0.819,-0.745,-1.423,-0.150,1.564,-0.764,1.198,0.165,0.450,-1.243,0.558,-1.342,1.445,0.333,0.968,0.262,1.234,0.488,-0.456,-0.538,-0.992,0.487,-1.065,0.419,0.160,0.364,0.373,-1.384,0.576
2043,-0.248,0.774,0.492,-1.652,0.358,0.894,1.254,-2.303,-0.969,-1.644,-0.476,-0.145,0.773,0.082,0.787,0.904,0.449,0.139,-0.954,-0.275,0.484,-0.150,0.699,-0.348,0.398,0.993,-0.298,-1.639,0.679,0.165,-0.111,1.089,0.541,-0.011,0.510,0.331,1.235,1.957,0.543,0.418,0.723,-1.501,0.001,0.848,0.195,0.075,0.160,0.364,0.207,0.129,0.227
2044,-1.343,0.038,-0.184,-0.025,-1.121,0.864,-0.058,0.887,-0.695,0.697,-1.692,0.149,0.609,0.717,-0.055,0.042,-1.175,0.497,-0.934,0.957,0.688,-1.734,0.304,0.460,0.014,-1.586,0.717,-0.865,0.203,0.961,-0.845,-0.294,-0.718,-1.290,1.068,0.346,0.953,-0.171,0.659,0.271,-0.454,-1.299,0.190,-0.155,0.817,-1.187,-0.290,0.364,-0.489,-0.520,-0.439
2045,-1.230,-1.671,-1.018,2.210,0.436,-0.805,0.367,-0.470,-0.436,0.930,-0.323,-0.011,-0.360,-0.010,-1.450,0.042,2.524,0.081,-0.494,-0.876,-1.615,-1.111,1.202,-0.914,0.123,-1.508,-0.208,2.329,-0.104,1.979,-0.571,0.771,-0.428,1.252,0.510,0.341,-1.190,-1.110,0.268,-0.290,-0.452,2.282,0.686,-0.539,0.841,0.104,0.676,0.364,3.372,2.119,-1.527
2046,-0.653,-1.206,-0.467,0.672,0.299,0.413,-2.669,0.842,-0.157,-0.973,-0.505,-0.882,0.096,-0.232,-1.193,0.042,1.119,-0.249,-0.246,0.329,-0.109,-0.126,-1.106,-0.833,-1.374,-0.726,-0.639,0.358,-0.445,0.165,0.443,-0.180,-0.906,0.027,-0.259,-0.643,-1.320,-0.518,0.024,-0.283,0.737,0.641,0.477,-0.990,0.772,0.419,-0.290,-0.943,1.319,1.557,-0.527
2047,1.205,0.984,0.917,0.435,-0.773,-0.493,-1.299,0.606,0.103,-0.815,0.626,-1.086,-0.499,-0.861,1.155,-0.821,0.635,-1.328,0.615,1.605,0.300,0.629,0.189,-1.384,0.093,0.713,-0.739,0.601,0.939,0.430,-1.616,0.045,0.487,-1.528,0.510,0.243,0.235,-0.006,-1.222,0.512,0.522,0.740,-0.026,0.575,-0.077,0.634,0.371,0.245,0.645,-0.513,1.226
2048,-0.141,0.141,0.833,1.425,1.283,1.049,0.839,0.813,0.105,-0.393,-0.897,-0.523,1.508,1.184,0.879,0.473,-0.158,-0.082,-0.698,-0.352,-0.584,1.137,-0.008,-0.191,-0.355,-0.031,-0.484,-1.821,1.484,-0.366,-0.382,-1.015,-0.431,0.689,0.133,-0.643,1.023,1.289,-0.129,0.528,1.515,-1.874,0.596,0.298,0.027,-0.613,-1.040,-0.453,-0.343,0.130,0.305
2049,0.021,0.111,1.210,0.400,1.875,0.461,-0.446,1.269,0.356,-1.136,-0.820,-0.262,1.581,1.259,0.528,0.042,0.346,-0.436,-0.862,0.966,0.175,-1.046,0.166,-0.177,-0.442,-0.393,0.667,-1.293,1.378,-0.366,0.537,0.859,-0.240,-0.591,-0.063,0.517,1.654,0.860,0.044,0.392,-0.450,-1.173,0.445,0.405,0.965,0.534,0.610,0.602,0.477,-0.990,0.858
2050,0.666,0.361,0.907,0.025,-0.506,-0.253,-1.364,-0.882,-0.062,-0.296,-0.153,0.164,0.379,0.448,0.828,-0.390,-0.405,0.835,-0.100,0.527,-0.348,-0.446,-0.075,0.758,0.159,-1.144,-0.194,-0.740,0.692,0.165,0.532,-0.489,-0.389,-1.370,0.314,1.332,0.515,-0.082,-0.325,0.457,0.652,-0.495,0.642,0.641,0.457,0.534,-0.290,1.671,-0.372,-1.161,0.362
2051,0.832,0.678,0.690,1.003,-0.882,-0.049,-0.654,-0.904,-0.182,-0.767,0.547,-0.503,0.241,-0.511,0.799,-0.821,0.637,-0.166,0.451,0.762,0.051,0.560,-1.132,0.681,-1.203,-0.407,-0.341,-0.053,0.271,-1.428,0.983,-0.105,0.443,-0.110,-0.817,0.349,0.944,-0.049,-0.442,0.464,0.482,-0.123,-0.109,0.663,-0.975,1.107,0.273,-0.289,0.658,-0.526,1.002
